Country;B2;q22c_rec;TSC_682;q1_rec;q3_rec;q31_rec;q25_rec;q27_rec;b14_rec;b20_rec;b1_rec;b2_rec
1;25;1;3;3;1;1;5;2;3;1;2;1
1;19;1;3;2;1;2;5;2;3;1;1;1
1;85;1;1;2;1;2;6;2;2;3;1;4
1;69;1;1;3;1;6;99;1;3;1;1;4
1;30;3;4;2;2;6;6;2;1;1;2;2
1;50;4;1;1;1;2;99;2;2;1;1;3
1;56;2;2;3;1;2;99;3;2;3;2;3
1;33;1;1;2;1;1;6;2;2;1;2;2
1;81;1;1;3;1;1;6;2;2;4;2;4
1;27;1;3;3;1;1;6;2;3;1;1;2
1;25;1;1;3;1;3;6;2;3;1;2;1
1;19;2;2;3;1;2;3;2;1;3;2;1
1;20;2;1;2;1;4;3;2;2;3;2;1
1;22;4;2;2;1;6;99;2;1;3;2;1
1;31;2;1;1;1;2;6;2;2;1;2;2
1;68;3;4;1;1;9;99;4;3;4;2;4
1;33;1;1;2;1;3;5;2;2;1;1;2
1;23;3;4;3;1;1;6;2;2;2;2;1
1;23;3;4;3;1;4;3;2;1;1;1;1
1;75;4;2;2;1;3;99;2;2;2;2;4
1;23;3;4;3;1;6;99;2;2;1;2;1
1;33;1;3;3;1;6;6;2;2;4;1;2
1;48;1;3;1;2;4;6;3;2;3;1;3
1;66;1;3;2;1;3;6;2;2;4;1;4
1;75;2;2;3;2;6;3;2;2;4;1;4
1;81;2;2;2;1;2;1;2;1;3;1;4
1;43;1;1;3;1;4;99;2;2;1;2;2
1;35;1;1;2;1;1;2;1;2;2;1;2
1;45;1;1;3;1;1;3;3;2;1;2;3
1;52;3;4;1;1;3;99;2;2;4;1;3
1;80;4;1;2;1;2;3;2;2;2;2;4
1;51;3;4;1;2;9;99;4;3;3;1;3
1;49;1;1;2;1;6;6;2;3;4;1;3
1;68;3;4;2;1;6;99;4;2;1;1;4
1;59;3;4;2;1;1;6;2;3;3;1;3
1;69;3;4;2;1;6;6;2;2;4;1;4
1;70;1;1;3;1;3;99;4;2;4;1;4
1;36;1;3;3;1;6;99;99;2;2;2;2
1;28;3;4;2;2;9;99;2;3;1;1;2
1;51;1;1;3;1;3;6;2;1;4;1;3
1;67;2;1;3;2;6;99;2;2;4;1;4
1;52;2;2;1;2;1;4;3;2;1;1;3
1;76;1;1;3;1;6;4;2;3;3;1;4
1;75;2;2;3;1;6;3;4;3;3;1;4
1;69;1;1;1;1;6;2;4;1;3;1;4
1;79;1;2;2;1;1;99;4;2;1;2;4
1;27;1;1;2;1;2;5;2;1;1;2;2
1;42;4;2;2;1;2;3;2;1;4;1;2
1;67;4;1;2;1;6;2;2;1;1;2;4
1;46;2;2;2;1;1;3;2;2;1;2;3
1;65;2;1;1;2;1;3;2;3;3;1;4
1;27;2;2;2;1;2;99;2;2;4;1;2
1;22;3;4;1;1;2;5;3;1;3;1;1
1;54;3;2;3;1;6;5;2;2;3;1;3
1;43;1;2;2;1;1;3;2;2;3;1;2
1;46;2;1;1;1;6;3;3;1;1;1;3
1;65;2;2;3;1;2;4;2;3;2;1;4
1;69;1;1;3;1;3;3;2;3;1;1;4
1;67;2;2;3;9;4;3;3;2;3;2;4
1;56;1;1;3;1;2;4;3;2;2;1;3
1;43;2;1;3;1;6;3;2;3;3;2;2
1;16;3;4;3;1;6;6;2;2;1;1;1
1;67;2;1;2;2;2;2;2;3;3;1;4
1;35;1;3;3;1;6;5;2;2;2;2;2
1;34;1;1;3;2;2;99;2;2;2;2;2
1;75;1;1;2;2;2;4;2;1;1;2;4
1;31;3;4;1;2;1;3;2;2;2;1;2
1;48;1;1;3;1;3;5;2;3;1;2;3
1;49;1;1;3;1;6;6;2;2;1;1;3
1;18;2;1;3;1;4;4;2;1;3;2;1
1;51;1;3;3;1;6;6;2;2;2;1;3
1;81;1;1;2;1;2;3;2;1;2;1;4
1;70;2;1;2;1;4;3;2;2;4;1;4
1;63;1;1;3;1;3;5;2;2;4;1;3
1;81;3;4;2;1;6;99;3;2;3;2;4
1;27;1;1;9;1;2;5;3;1;2;2;2
1;69;1;3;3;1;2;6;2;1;4;2;4
1;40;4;1;2;1;3;99;99;2;1;2;2
1;78;4;2;2;1;6;99;99;2;4;1;4
1;24;1;1;3;1;6;6;2;3;1;2;1
1;55;3;4;3;1;9;99;99;1;4;2;3
1;32;1;2;3;2;2;99;2;1;2;1;2
1;17;1;1;3;2;2;4;2;3;1;2;1
1;45;1;1;3;1;6;5;2;1;1;1;3
1;75;4;2;3;9;2;4;4;2;4;2;4
1;54;1;1;2;1;1;99;2;2;3;1;3
1;41;4;2;2;1;6;2;3;9;3;2;2
1;71;4;2;2;1;6;99;2;2;1;2;4
1;33;3;4;3;1;9;5;2;2;3;2;2
1;83;4;1;3;1;6;99;3;2;1;2;4
1;30;3;4;3;1;6;6;2;1;3;2;2
1;70;2;2;2;1;6;1;4;1;1;2;4
1;42;2;2;3;1;3;6;2;3;4;1;2
1;66;1;1;3;1;6;3;2;2;2;1;4
1;50;4;2;3;1;9;99;3;1;1;1;3
1;53;3;4;2;2;9;99;2;3;4;1;3
1;78;3;4;1;1;6;3;3;1;1;1;4
1;23;1;2;3;1;6;6;2;3;3;1;1
1;44;4;1;3;1;3;99;99;1;4;2;2
1;30;1;3;2;1;2;6;2;2;1;1;2
1;38;1;3;2;1;6;2;3;1;4;2;2
1;23;1;1;2;1;4;6;2;2;1;1;1
1;32;1;1;1;1;6;99;2;1;3;2;2
1;47;1;1;3;1;4;99;2;1;1;2;3
1;26;2;1;3;1;6;6;2;2;1;2;2
1;16;1;1;3;1;3;6;2;9;1;2;1
1;35;2;1;3;1;2;2;2;1;3;2;2
1;76;4;1;3;1;6;3;2;2;1;1;4
1;75;2;2;2;1;6;1;4;1;1;2;4
1;36;1;1;2;2;3;3;2;3;1;1;2
1;71;1;1;3;1;3;6;4;2;1;2;4
1;43;2;1;2;1;6;5;3;3;1;1;2
1;41;4;2;1;2;9;99;2;1;4;1;2
1;28;3;4;2;2;6;99;2;2;3;2;2
1;67;2;2;2;1;2;1;3;1;4;1;4
1;50;1;1;2;1;3;6;2;3;4;1;3
1;76;4;1;1;1;6;99;1;1;4;1;4
1;81;1;1;3;1;6;5;2;3;4;1;4
1;22;3;4;3;1;1;99;3;1;1;2;1
1;31;3;4;3;1;6;6;2;3;1;1;2
1;41;4;2;2;1;6;6;2;2;4;1;2
1;55;3;1;3;1;6;3;2;1;3;1;3
1;32;1;3;3;1;2;6;2;2;1;2;2
1;71;4;2;2;2;9;99;4;3;3;2;4
1;33;2;1;3;1;6;99;99;3;1;2;2
1;22;1;3;1;2;4;4;2;3;1;1;1
1;76;1;1;1;1;1;5;2;1;1;1;4
1;57;1;1;2;1;6;6;2;1;3;2;3
1;32;4;2;2;1;9;99;4;2;1;2;2
1;83;2;2;2;1;6;3;2;2;1;1;4
1;80;2;2;3;1;4;2;4;2;3;2;4
1;19;2;1;3;2;2;3;4;2;1;2;1
1;67;1;1;2;2;9;99;2;2;4;2;4
1;49;1;1;2;1;2;6;2;2;3;2;3
1;48;2;2;1;1;9;99;2;1;1;2;3
1;38;3;4;1;1;2;99;2;1;1;1;2
1;59;4;2;2;2;1;99;99;1;1;2;3
1;39;3;4;2;1;1;99;99;3;3;2;2
1;32;2;2;3;1;6;3;2;2;1;2;2
1;31;1;3;2;1;2;6;2;3;1;2;2
1;40;4;2;2;1;2;99;4;1;1;1;2
1;16;2;2;2;9;6;99;99;1;3;2;1
1;44;4;1;2;1;3;99;2;2;1;2;2
1;22;1;1;3;1;3;99;2;3;1;2;1
1;36;4;1;3;1;6;6;2;2;1;1;2
1;70;2;2;3;1;6;99;99;1;1;2;4
1;56;1;1;3;1;6;99;2;3;4;1;3
1;53;1;3;2;1;1;6;2;1;4;1;3
1;45;1;1;3;1;1;99;4;1;1;1;3
1;38;3;4;2;2;6;99;2;1;3;2;2
1;32;1;1;2;9;9;99;2;1;1;2;2
1;41;4;1;1;1;2;6;2;1;3;2;2
1;34;2;1;3;1;9;3;4;2;3;1;2
1;31;1;1;3;2;1;5;3;1;3;2;2
1;33;1;1;3;1;6;6;2;1;3;1;2
1;52;1;1;3;1;3;6;2;2;1;2;3
1;21;3;4;2;2;3;1;2;3;1;1;1
1;36;2;1;3;1;2;99;2;2;4;2;2
1;52;3;4;1;1;6;6;2;1;4;1;3
1;66;3;4;1;1;9;99;2;2;1;1;4
1;52;1;1;3;1;6;3;2;2;4;1;3
1;18;3;1;3;1;1;4;4;1;3;1;1
1;33;1;3;1;2;2;99;99;1;1;1;2
1;31;2;1;3;1;6;5;2;3;1;1;2
1;56;1;1;3;1;9;99;3;2;2;2;3
1;27;1;3;3;1;6;5;4;1;3;2;2
1;30;1;1;3;1;4;5;2;3;1;2;2
1;32;1;3;3;1;1;5;2;2;1;2;2
1;62;2;1;3;1;6;3;2;3;1;1;3
1;20;1;1;3;1;1;6;2;3;1;1;1
1;32;1;1;2;1;6;3;2;2;1;2;2
1;50;1;1;3;1;2;4;2;2;1;2;3
1;17;2;2;2;1;9;99;2;3;1;1;1
1;68;1;3;3;1;6;5;4;3;4;1;4
1;17;1;1;2;2;2;99;1;9;1;1;1
1;34;2;1;1;2;6;6;2;2;2;2;2
1;67;2;2;2;1;1;4;4;2;1;1;4
1;45;1;3;3;1;9;5;2;2;3;2;3
1;33;4;2;1;1;2;99;2;2;4;1;2
1;21;2;2;3;1;3;99;3;3;1;2;1
1;58;1;3;2;1;6;6;2;2;3;1;3
1;58;1;1;3;1;2;5;2;1;4;2;3
1;22;1;1;3;1;9;6;2;9;4;2;1
1;35;1;1;3;1;3;4;99;2;1;2;2
1;28;3;4;1;9;9;99;3;1;2;2;2
1;21;1;3;2;1;3;5;2;1;4;2;1
1;25;1;3;2;1;6;6;2;3;1;2;1
1;18;1;1;3;1;3;6;3;2;1;2;1
1;38;3;4;3;1;1;6;3;3;1;1;2
1;21;3;4;3;1;2;4;2;1;1;2;1
1;39;4;2;1;1;3;99;4;3;2;2;2
1;19;3;4;2;2;1;3;3;1;1;2;1
1;40;1;1;3;1;2;1;4;2;3;2;2
1;29;1;1;2;1;1;6;2;2;3;1;2
1;78;1;1;2;2;6;5;2;3;4;1;4
1;30;2;2;3;1;4;1;2;9;3;1;2
1;60;4;2;2;1;1;99;99;1;1;2;3
1;78;2;2;2;2;1;1;3;3;3;1;4
1;39;1;1;3;1;2;5;2;1;4;2;2
1;34;1;1;9;1;1;6;99;2;1;1;2
1;24;3;4;2;1;2;6;2;3;3;1;1
1;58;4;2;3;1;3;2;4;1;3;2;3
1;16;1;1;9;1;3;4;1;2;4;2;1
1;62;4;1;3;1;2;3;2;1;4;2;3
1;19;3;2;3;2;2;99;2;9;4;2;1
1;27;3;4;3;1;2;99;2;2;1;2;2
1;32;4;2;1;1;9;99;99;1;4;1;2
1;32;2;2;3;1;1;4;3;1;1;2;2
1;72;2;2;2;2;1;1;5;2;1;1;4
1;60;1;3;3;1;6;5;2;2;3;1;3
1;53;1;3;3;1;6;99;2;2;4;2;3
1;64;1;2;3;1;2;99;2;2;4;2;3
1;36;1;3;3;1;3;6;1;2;2;2;2
1;44;4;1;3;1;3;99;2;2;1;2;2
1;32;1;3;3;1;9;5;3;1;1;2;2
1;19;1;3;3;1;6;6;2;3;1;2;1
1;41;1;1;3;1;1;4;3;2;1;1;2
1;78;1;1;3;1;6;5;2;3;4;1;4
1;32;1;3;2;1;6;6;2;3;1;1;2
1;54;1;3;3;1;2;5;2;2;4;1;3
1;34;1;3;3;1;6;4;2;3;3;2;2
1;22;1;3;3;1;6;6;2;2;2;2;1
1;47;1;1;3;1;2;5;2;2;1;1;3
1;77;3;4;3;1;1;99;2;2;1;1;4
1;50;1;3;2;1;2;5;2;3;1;1;3
1;24;1;1;2;1;3;99;2;2;3;2;1
1;17;4;1;3;1;1;5;2;2;3;2;1
1;44;1;3;2;1;3;99;2;1;3;2;2
1;46;1;1;3;1;9;99;2;1;2;2;3
1;50;1;1;3;1;6;6;2;1;2;1;3
1;40;1;1;1;1;6;6;2;2;1;1;2
1;45;3;2;2;2;6;99;2;1;1;1;3
1;26;2;2;3;2;4;3;2;1;1;1;2
1;57;2;2;3;2;1;3;2;2;3;2;3
1;54;2;1;3;1;3;4;2;2;3;1;3
1;23;3;4;3;1;6;5;2;1;1;2;1
1;33;1;3;3;1;2;6;2;2;1;1;2
1;30;2;1;2;2;1;99;2;2;1;2;2
1;47;4;1;1;1;3;6;4;1;4;1;3
1;30;2;2;2;1;2;5;2;2;1;1;2
1;36;1;3;1;1;2;6;3;2;3;2;2
1;68;1;3;3;1;2;5;2;3;3;2;4
1;54;1;1;3;9;4;6;2;1;3;2;3
1;34;2;1;3;1;9;3;2;1;1;2;2
1;64;4;1;3;1;4;3;3;3;3;1;3
1;44;1;1;3;1;2;6;2;3;3;2;2
1;34;1;1;3;1;6;99;2;3;1;1;2
1;21;1;3;3;1;1;6;1;3;3;1;1
1;44;1;1;2;1;2;6;2;2;1;1;2
1;52;3;4;3;1;1;99;99;2;3;1;3
1;54;1;3;3;1;3;6;4;3;2;1;3
1;24;2;1;2;1;9;2;2;1;4;2;1
1;72;2;2;2;2;6;1;99;2;4;2;4
1;39;1;3;2;1;6;6;2;1;2;2;2
1;44;4;2;3;1;6;6;2;2;4;2;2
1;75;3;4;3;1;3;99;2;2;4;2;4
1;34;1;3;1;1;2;6;2;3;1;1;2
1;34;1;1;1;1;1;6;2;1;3;2;2
1;78;2;2;3;1;1;99;99;2;1;1;4
1;59;1;3;1;2;2;99;2;3;1;1;3
1;60;1;1;1;1;1;99;2;2;4;1;3
1;58;1;1;2;1;9;6;4;1;1;1;3
1;51;1;1;3;1;2;5;3;1;1;2;3
1;16;1;1;3;1;4;6;2;2;1;2;1
1;41;1;1;3;2;3;5;2;2;4;1;2
1;17;2;1;3;1;2;5;2;3;1;2;1
1;27;2;2;3;1;4;99;3;1;1;2;2
1;34;1;3;2;1;2;4;2;1;2;1;2
1;31;1;1;2;1;1;4;2;2;2;1;2
1;53;1;1;2;1;6;6;2;3;1;1;3
1;56;1;1;3;1;2;5;2;2;3;1;3
1;34;1;1;3;1;4;99;2;1;1;2;2
1;27;1;1;3;2;6;6;2;2;1;1;2
1;27;1;1;3;1;6;6;1;3;1;1;2
1;49;1;1;2;1;4;99;3;1;3;2;3
1;72;1;1;1;1;3;3;3;3;2;1;4
1;29;2;2;3;2;9;99;99;9;3;1;2
1;61;1;1;2;9;6;99;3;1;3;1;3
1;34;1;3;2;1;6;6;2;2;1;1;2
1;60;1;1;1;2;1;5;2;2;4;2;3
1;22;1;3;3;1;4;6;2;2;1;1;1
1;16;1;1;2;1;1;5;3;2;2;2;1
1;19;2;1;2;2;3;4;2;3;4;2;1
1;34;1;3;9;1;1;6;2;2;1;1;2
1;69;3;4;3;1;6;5;2;1;1;2;4
1;40;2;2;1;1;2;6;2;1;3;2;2
1;39;3;4;1;1;9;99;99;2;1;1;2
1;51;1;1;3;1;4;6;2;3;1;1;3
1;59;1;3;3;1;2;6;2;2;3;2;3
1;76;1;1;1;9;3;1;2;1;1;2;4
1;33;1;1;3;1;2;99;3;2;3;2;2
1;42;2;1;1;1;4;2;99;2;1;1;2
1;27;1;1;2;1;4;4;2;2;1;1;2
1;23;2;2;2;1;6;3;2;1;2;1;1
1;32;2;1;3;1;4;3;2;3;1;2;2
1;29;1;3;2;1;1;5;2;2;3;2;2
1;35;1;3;2;1;2;5;2;1;3;2;2
1;64;1;1;3;1;2;3;2;2;2;2;3
1;19;2;2;3;2;3;4;2;1;1;1;1
1;31;1;1;3;1;3;6;2;2;1;2;2
1;76;1;1;3;1;4;4;2;2;2;2;4
1;70;1;1;3;1;3;3;2;3;3;1;4
1;53;1;1;2;1;2;6;2;2;4;1;3
1;34;2;2;3;1;3;99;2;1;1;2;2
1;78;3;4;3;1;2;99;2;1;1;1;4
1;68;4;2;3;1;2;3;2;1;2;2;4
1;46;1;1;3;1;6;6;2;3;1;1;3
1;49;1;3;2;2;9;5;2;2;3;2;3
1;15;1;1;2;1;2;5;3;2;3;2;1
1;49;1;3;1;1;2;6;2;2;4;1;3
1;34;2;1;3;1;6;99;3;2;2;2;2
1;44;4;2;2;1;6;99;2;2;4;2;2
1;29;1;1;3;1;6;6;2;1;4;2;2
1;77;3;4;3;1;4;99;4;2;1;2;4
1;82;4;2;3;1;2;2;5;2;4;2;4
1;45;1;1;3;1;4;6;2;3;1;1;3
1;86;3;4;3;1;1;5;2;2;1;1;4
1;44;1;1;2;1;9;5;3;3;4;1;2
1;77;2;2;3;1;6;3;2;1;1;1;4
1;37;2;2;1;2;6;3;2;2;4;2;2
1;51;1;3;2;1;9;6;3;1;4;1;3
1;51;1;3;2;1;2;6;2;2;1;1;3
1;48;1;1;3;1;2;2;2;2;1;2;3
1;55;1;1;2;1;6;6;2;2;1;1;3
1;31;3;2;3;1;1;5;2;2;1;1;2
1;20;3;4;1;2;6;4;4;2;3;1;1
1;19;2;1;3;2;6;6;3;3;1;2;1
1;68;4;2;2;1;2;99;2;2;2;2;4
1;74;3;1;1;1;1;3;2;2;4;1;4
1;68;3;1;3;1;6;3;3;1;1;2;4
1;23;1;3;2;1;3;4;2;1;1;2;1
1;23;2;1;3;1;6;3;4;3;1;2;1
1;46;1;1;3;1;4;6;2;9;1;2;3
1;43;1;3;3;1;6;6;2;1;1;1;2
1;31;1;1;3;1;1;5;3;1;1;1;2
1;31;1;1;3;1;1;4;2;3;1;2;2
1;66;1;1;3;1;6;99;2;3;2;2;4
1;33;1;3;3;2;3;99;2;2;4;2;2
1;75;2;2;3;1;4;4;2;3;1;1;4
1;78;3;4;3;1;3;99;2;2;4;1;4
1;34;1;3;3;2;2;6;2;3;1;1;2
1;30;1;3;3;2;6;6;2;2;1;2;2
1;32;3;4;3;1;6;99;2;9;1;1;2
1;47;1;1;2;2;1;6;2;3;1;2;3
1;58;1;3;3;1;3;6;2;3;4;2;3
1;17;1;3;3;1;3;6;2;2;1;2;1
1;42;4;1;3;1;6;99;3;1;1;2;2
1;76;2;1;3;1;2;3;3;3;3;2;4
1;30;1;3;3;1;3;6;2;2;1;1;2
1;76;3;4;1;1;2;6;2;2;2;1;4
1;44;4;2;3;1;2;5;2;2;1;2;2
1;30;1;1;3;1;6;6;2;3;1;1;2
1;19;2;2;3;2;6;2;2;1;3;2;1
1;47;1;3;3;1;6;99;2;2;1;2;3
1;16;2;1;3;1;2;4;2;9;3;2;1
1;32;1;1;2;2;6;5;2;3;2;1;2
1;67;1;1;2;1;2;4;1;2;4;1;4
1;39;1;1;3;1;6;6;2;1;3;1;2
1;61;2;1;3;2;6;2;4;2;1;2;3
1;34;1;3;3;1;3;6;1;2;4;2;2
1;19;1;3;3;1;3;6;2;1;2;2;1
1;31;1;3;3;1;1;3;5;1;3;2;2
1;36;1;1;3;2;2;3;2;1;4;1;2
1;29;1;3;3;1;6;3;3;1;2;2;2
1;28;1;1;2;1;2;99;3;2;1;2;2
1;40;1;3;3;1;6;6;2;1;1;1;2
1;23;4;2;3;1;9;4;5;2;1;2;1
1;24;1;3;3;1;3;99;99;1;1;1;1
1;26;2;2;9;9;1;1;99;1;3;1;2
1;29;2;2;1;1;6;99;5;1;3;2;2
1;31;4;2;2;1;1;99;3;1;3;1;2
1;55;4;1;3;1;9;1;2;9;1;1;3
1;33;2;1;1;2;3;2;2;1;2;2;2
1;50;3;4;1;1;6;99;99;2;1;1;3
1;32;2;2;2;2;6;5;2;2;1;1;2
1;24;3;4;3;1;1;6;4;1;4;1;1
1;39;4;2;2;1;9;99;99;1;1;2;2
1;39;3;4;9;1;6;99;99;1;2;2;2
1;24;2;2;1;2;9;99;99;1;1;2;1
1;67;4;2;3;1;6;99;99;2;1;1;4
1;42;2;2;1;2;9;1;3;2;1;1;2
1;23;2;2;9;1;4;99;3;2;1;2;1
1;77;2;2;3;1;6;2;3;2;3;1;4
1;20;3;4;1;2;9;99;2;1;3;1;1
1;37;2;2;3;1;3;99;5;2;1;2;2
1;58;2;2;3;1;6;1;3;1;2;2;3
1;50;2;1;9;2;4;2;4;1;4;1;3
1;25;4;1;3;2;9;99;2;1;3;2;1
1;37;2;2;2;1;2;4;4;2;1;2;2
1;37;3;4;3;2;2;5;4;2;1;2;2
1;34;1;1;2;1;6;99;2;2;1;2;2
1;41;1;1;2;1;2;3;3;3;1;1;2
1;28;2;2;3;1;6;2;3;3;4;2;2
1;71;4;2;2;1;4;2;4;2;1;1;4
1;45;1;1;1;1;1;6;2;2;1;1;3
1;78;4;1;3;1;4;1;4;1;1;2;4
1;66;4;1;3;1;2;4;2;1;1;2;4
1;32;4;1;2;1;3;4;3;2;4;2;2
1;19;1;3;3;1;4;5;3;2;3;2;1
1;56;2;1;3;1;2;4;2;1;3;2;3
1;53;1;1;1;1;6;6;4;2;3;1;3
1;82;2;2;3;1;2;3;2;3;4;2;4
1;65;2;1;3;2;3;3;2;1;1;2;4
1;67;2;2;3;2;6;1;2;1;1;2;4
1;72;1;1;3;1;1;99;99;2;1;2;4
1;34;2;2;3;2;1;2;3;3;1;1;2
1;69;1;2;3;1;3;3;4;3;3;2;4
1;33;1;3;1;1;6;6;1;2;4;1;2
1;46;2;2;3;2;4;2;5;3;1;2;3
1;52;4;1;3;1;9;99;99;2;4;2;3
1;21;3;4;2;9;9;6;2;3;1;1;1
1;39;1;2;2;1;6;6;2;1;4;1;2
1;68;1;1;3;1;6;6;2;1;4;2;4
1;66;1;1;3;1;4;1;5;1;4;2;4
1;84;1;2;2;1;2;2;5;1;4;2;4
1;70;4;1;3;1;6;3;2;1;4;2;4
1;22;1;1;3;1;4;3;3;2;1;2;1
1;77;1;3;3;1;2;5;2;3;1;2;4
1;56;2;2;2;1;9;99;4;3;4;2;3
1;71;1;2;2;1;1;2;2;2;3;2;4
1;21;4;2;1;2;9;99;2;1;4;2;1
1;17;1;1;3;1;6;5;2;3;1;2;1
1;31;1;3;2;1;2;1;1;3;1;1;2
3;35;2;2;3;2;6;99;99;9;3;1;2
3;45;1;1;1;1;1;6;2;2;4;2;3
3;43;1;1;3;1;1;2;3;2;4;1;2
3;69;2;1;3;2;6;3;2;1;3;2;4
3;31;1;1;3;1;4;4;2;2;2;2;2
3;34;1;3;3;1;1;5;2;3;3;1;2
3;39;1;1;3;1;6;5;2;1;4;1;2
3;25;1;1;3;1;6;4;1;2;1;2;1
3;55;2;1;3;1;6;5;2;2;1;1;3
3;57;1;3;3;1;3;6;2;3;2;2;3
3;23;1;1;2;2;4;2;3;1;4;2;1
3;50;1;3;3;1;9;6;2;3;3;1;3
3;48;1;1;1;1;4;3;3;3;2;1;3
3;55;1;1;2;1;6;4;2;9;4;1;3
3;52;4;1;3;1;6;99;99;2;4;2;3
3;33;1;1;3;1;3;4;2;2;4;1;2
3;24;2;1;3;1;1;1;4;1;4;1;1
3;42;1;3;1;1;1;6;2;3;3;1;2
3;37;1;2;2;1;4;4;2;3;1;1;2
3;37;1;1;3;1;6;6;2;3;3;1;2
3;37;4;2;2;2;4;99;3;2;3;2;2
3;35;1;1;3;1;3;2;3;3;1;1;2
3;65;1;2;3;1;1;6;2;1;2;2;4
3;46;1;1;2;1;9;99;99;3;3;2;3
3;66;3;4;3;1;3;3;2;3;3;1;4
3;35;1;1;3;1;3;3;4;3;1;1;2
3;48;4;1;3;1;3;6;2;1;4;1;3
3;31;2;1;2;1;9;99;99;1;4;2;2
3;17;3;4;3;1;1;6;2;3;3;1;1
3;42;2;2;3;1;4;99;3;9;1;2;2
3;33;1;1;1;2;2;1;3;3;2;1;2
3;43;1;1;3;1;6;6;2;3;4;1;2
3;63;4;1;3;1;6;6;4;1;4;2;3
3;70;1;1;3;1;6;6;2;3;4;2;4
3;33;2;1;3;1;3;3;3;3;3;2;2
3;57;1;3;3;1;6;1;3;2;3;1;3
3;36;3;2;2;1;9;99;2;1;1;2;2
3;42;2;1;2;1;3;4;2;3;3;1;2
3;42;1;1;2;1;1;6;2;3;2;1;2
3;62;4;2;1;1;9;99;2;1;2;2;3
3;32;3;4;2;1;9;3;2;3;3;2;2
3;51;1;1;3;1;3;6;2;3;3;1;3
3;24;2;1;3;1;4;4;2;2;1;2;1
3;56;1;1;1;2;2;99;2;2;1;1;3
3;44;1;3;3;1;1;5;2;1;4;2;2
3;69;1;3;3;1;6;6;2;3;4;1;4
3;65;1;1;3;1;9;2;2;2;3;2;4
3;55;4;1;3;1;6;6;2;1;1;1;3
3;25;1;3;3;1;6;6;2;3;1;2;1
3;40;4;2;1;1;1;4;4;3;1;2;2
3;35;1;1;3;1;3;6;2;1;4;1;2
3;38;2;1;2;1;1;5;2;2;3;2;2
3;45;1;3;3;1;6;4;2;3;1;2;3
3;44;4;2;3;2;9;99;99;1;3;1;2
3;57;1;1;3;1;2;5;2;3;1;2;3
3;63;1;3;2;1;6;5;4;1;4;2;3
3;24;1;1;2;1;1;99;99;3;4;2;1
3;46;1;1;1;1;1;5;3;3;3;1;3
3;54;1;1;3;1;6;4;2;1;3;1;3
3;42;2;2;2;1;9;99;5;3;3;1;2
3;66;1;1;2;1;6;3;2;2;2;2;4
3;60;1;1;3;1;9;99;99;2;3;1;3
3;45;3;4;3;1;9;99;99;3;1;1;3
3;16;2;1;3;1;2;99;1;2;2;1;1
3;33;1;1;1;2;9;5;2;2;4;1;2
3;44;4;1;3;1;6;4;2;1;1;1;2
3;40;1;3;3;1;1;6;2;1;1;2;2
3;54;1;1;2;2;2;3;2;2;3;2;3
3;25;1;1;2;1;4;3;4;2;4;1;1
3;26;3;4;2;2;6;6;2;2;1;1;2
3;54;1;1;1;2;1;99;2;3;4;1;3
3;65;2;2;3;1;6;99;2;2;2;2;4
3;54;4;2;3;1;9;99;99;1;3;1;3
3;40;1;1;1;2;2;6;2;2;4;1;2
3;25;1;1;3;1;6;99;2;9;1;2;1
3;59;1;1;3;1;6;5;2;1;2;2;3
3;59;1;1;3;1;4;6;4;1;3;1;3
3;59;1;3;3;1;1;1;1;1;4;2;3
3;46;4;1;3;1;9;6;2;2;3;1;3
3;28;1;3;3;1;2;2;1;2;1;1;2
3;39;3;4;3;1;6;6;2;3;3;2;2
3;60;4;1;2;1;1;99;2;2;3;2;3
3;17;1;2;2;1;6;3;2;2;1;2;1
3;61;1;3;3;1;3;6;2;2;3;2;3
3;25;2;2;3;1;9;3;2;2;1;2;1
3;53;1;3;3;1;1;5;2;1;1;1;3
3;45;4;2;2;2;9;99;99;2;3;2;3
3;68;1;1;2;1;2;99;99;2;3;1;4
3;21;2;2;2;1;3;3;3;2;1;2;1
3;58;1;1;3;1;2;5;2;2;2;2;3
3;39;1;3;2;1;6;6;2;1;3;1;2
3;60;1;3;3;1;3;6;2;1;4;2;3
3;47;1;1;2;1;1;5;2;3;2;2;3
3;65;3;4;2;1;9;99;2;2;4;1;4
3;63;1;1;2;1;1;5;2;1;4;1;3
3;49;1;1;2;1;6;99;2;1;3;2;3
3;70;3;2;2;1;3;3;3;2;1;2;4
3;48;1;1;2;1;6;5;2;3;3;2;3
3;67;4;2;2;1;9;6;2;3;3;2;4
3;36;3;4;1;2;1;99;2;2;3;1;2
3;63;4;1;3;1;6;6;2;3;4;1;3
3;25;2;2;2;1;2;6;99;3;4;1;1
3;35;4;2;2;1;6;99;2;3;3;2;2
3;21;1;2;3;1;4;4;5;2;1;1;1
3;43;1;1;2;1;6;6;2;3;3;2;2
3;26;1;1;2;1;4;5;2;1;3;2;2
3;58;1;1;3;1;1;6;2;2;1;1;3
3;41;3;2;2;1;9;1;2;1;2;2;2
3;59;3;4;3;2;9;6;99;1;3;1;3
3;61;1;3;3;1;2;1;1;2;2;2;3
3;46;1;2;3;1;1;2;4;1;4;2;3
3;46;4;2;3;1;6;6;99;1;3;1;3
